Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,ID,Probability_of_Churn
1,12,0,1,0,2,4,0,20,5,2,3,3119.0,1973,602.0,0.722,1427,40,0.515,0.807,9615,1.0
1,17,1,3,5,1,3,0,18,5,3,4,6824.0,1973,4307.0,0.972,4289,57,0.595,0.369,3994,1.0
1,24,1,2,6,1,2,0,30,3,3,4,3143.0,0,3143.0,0.764,1254,27,0.321,0.0,6997,1.0
1,29,0,1,6,2,4,0,23,4,2,3,1836.0,148,1264.0,0.758,1343,24,0.789,0.312,3856,1.0
1,18,1,5,2,0,2,0,23,2,3,6,6538.0,0,6538.0,0.556,1109,23,0.5710000000000001,0.0,3254,1.0
1,17,1,4,4,3,3,0,17,1,5,3,5639.0,1085,4092.0,1.087,12,5,0.364,0.274,92,1.0
1,20,0,4,5,1,4,0,23,2,3,3,1438.3,0,1438.3,0.34600000000000003,548,28,0.407,0.0,3344,0.9
1,22,0,3,4,0,4,0,23,4,3,1,9943.0,1654,7805.0,0.949,4143,44,1.0,0.215,6358,0.9
1,20,1,0,0,2,3,0,26,1,3,3,16983.0,0,16983.0,1.061,4189,69,0.8370000000000001,0.0,5943,0.9
1,12,0,2,0,3,4,0,19,1,2,6,7385.0,1352,5568.0,1.029,3500,40,0.389,0.246,8897,0.9
1,4,1,0,0,2,2,0,11,5,2,2,4109.0,0,4109.0,0.949,4219,67,0.481,0.0,9158,0.9
1,26,1,3,2,1,3,0,33,3,2,3,15011.0,1973,12494.0,0.713,832,26,0.385,0.168,8943,0.9
1,24,1,1,6,2,2,0,25,3,3,3,7603.0,292,6859.0,0.711,1432,32,0.273,0.098,8601,0.9
1,19,0,4,6,2,4,0,27,4,4,3,1438.3,0,1438.3,0.605,1177,31,0.64,0.0,9550,0.9
1,33,1,2,3,0,4,0,38,5,5,3,1438.3,0,1438.3,0.7340000000000001,1514,39,0.69,0.0,4936,0.9
1,33,1,1,0,1,0,0,37,0,5,4,15796.0,359,14984.0,0.7190000000000001,384,13,0.15,0.051,6365,0.9
1,28,0,3,2,2,4,3,35,0,5,2,13432.0,0,13432.0,0.918,3368,40,0.316,0.0,8936,0.9
1,25,1,3,3,1,2,0,18,2,3,3,8989.0,0,8989.0,0.47,1023,43,1.038,0.0,7698,0.9
1,24,0,2,5,1,1,0,23,0,3,1,1438.3,76,980.3,0.613,871,32,0.312,0.318,1742,0.9
1,31,0,2,2,1,4,0,28,2,3,3,2796.0,0,2796.0,0.7290000000000001,1167,25,0.75,0.0,4767,0.9
1,28,0,1,2,1,1,0,33,5,4,3,1632.0,50,1281.0,0.721,1462,33,0.483,0.215,3500,0.9
1,1,0,0,6,2,4,0,3,5,1,3,1835.0,1184,188.0,0.513,908,34,0.63,0.898,1818,0.9
1,25,0,3,5,1,4,0,33,4,5,2,3536.0,0,3536.0,0.542,1942,29,0.393,0.0,9549,0.9
1,25,0,1,2,2,4,0,24,0,3,4,7176.0,0,7176.0,0.45,418,23,0.65,0.0,6422,0.9
1,10,1,1,6,3,1,0,23,1,3,3,6893.0,1000,5431.0,1.031,3254,40,0.35100000000000003,0.212,4917,0.9
1,11,0,3,2,2,4,0,8,3,2,2,1784.0,152,1207.0,0.542,1302,37,0.516,0.32299999999999995,8038,0.9
1,23,0,3,5,1,4,0,23,3,2,4,1522.0,0,1522.0,0.482,1202,26,0.8,0.0,107,0.9
1,17,0,3,3,0,4,0,11,3,2,2,1662.0,181,1049.0,0.868,1281,21,0.55,0.369,7841,0.9
1,4,0,0,2,2,4,0,23,4,3,3,1574.0,0,1574.0,0.5820000000000001,1487,49,0.7879999999999999,0.0,2739,0.9
1,23,0,3,5,2,1,0,25,0,2,3,2655.0,1785,372.0,0.7509999999999999,1330,39,0.485,0.86,5775,0.9
1,39,0,0,5,2,4,0,37,2,4,4,1697.0,53,1320.0,1.048,1669,39,0.485,0.222,8110,0.9
1,12,0,2,1,1,4,0,15,4,2,4,1614.0,0,1614.0,0.609,1376,36,0.438,0.0,677,0.9
1,24,1,2,6,1,0,0,23,5,2,2,16081.0,95,15589.0,0.204,3738,51,0.564,0.031,3192,0.9
1,14,0,3,2,2,4,0,23,4,3,1,1516.0,0,1516.0,0.737,1607,44,0.385,0.0,6199,0.9
1,17,0,4,5,0,4,0,20,5,3,1,1706.0,0,1706.0,0.601,1317,35,0.5,0.0,2367,0.9
1,16,0,3,2,2,4,0,14,5,2,2,2053.0,0,2053.0,0.866,1820,40,0.562,0.0,3792,0.9
1,19,0,3,0,2,5,0,20,4,3,4,4345.0,1708,2147.0,0.465,923,21,0.292,0.506,699,0.9
0,17,1,3,2,3,2,0,15,2,2,3,4365.0,0,4365.0,0.32,737,30,0.379,0.0,5871,0.9
1,23,0,1,5,1,1,0,28,3,3,3,1438.3,115,916.3,0.383,1022,27,0.37,0.363,3406,0.9
1,21,1,4,5,2,0,0,24,2,2,6,34516.0,665,33390.0,0.575,751,25,0.4,0.033,6359,0.9
1,23,1,3,3,2,1,0,23,0,3,4,4601.0,0,4601.0,0.962,4336,66,0.6890000000000001,0.0,5504,0.9
1,31,1,2,2,2,0,0,31,4,3,4,34516.0,19,34297.0,0.482,888,38,0.7140000000000001,0.006,5488,0.9
1,21,0,3,2,3,4,0,25,1,2,3,3165.0,1973,648.0,0.748,1638,39,1.042,0.795,4626,0.9
1,24,0,1,6,2,5,0,26,5,3,3,9248.0,0,9248.0,0.613,1280,35,0.552,0.0,796,0.9
1,17,0,1,5,2,4,0,23,0,3,2,1818.0,0,1818.0,0.758,1236,40,0.7240000000000001,0.0,3554,0.9
1,11,0,3,2,3,5,0,9,1,3,2,5674.0,0,5674.0,0.906,183,19,0.526,0.0,6636,0.9
1,17,1,3,0,0,3,0,19,5,3,2,7278.0,0,7278.0,0.618,1100,33,0.593,0.0,5645,0.9
1,37,1,0,1,2,5,0,34,5,4,3,7306.0,0,7306.0,0.875,1384,33,0.593,0.0,9762,0.9
1,19,0,4,1,1,4,0,14,2,2,2,1438.3,0,1438.3,0.68,1368,28,0.652,0.0,5525,0.9
1,16,0,4,1,1,4,0,11,2,2,3,4304.0,0,4304.0,0.183,801,26,0.091,0.0,7896,0.9
1,11,1,2,5,2,5,0,11,1,2,3,1649.0,0,1649.0,0.8640000000000001,1501,41,0.7,0.0,6050,0.9
1,16,1,4,5,1,0,0,21,1,3,3,5195.0,82,4727.0,0.5670000000000001,1587,38,0.231,0.09,4498,0.9
1,21,1,3,6,3,0,0,23,0,3,4,3952.0,0,3952.0,0.809,1052,27,0.233,0.0,6250,0.9
1,22,1,2,0,1,3,0,25,1,2,3,2111.0,0,2111.0,0.531,49,7,0.133,0.0,7870,0.9
1,19,1,3,5,1,3,0,25,2,3,3,9234.0,0,9234.0,0.629,1511,34,0.257,0.0,5599,0.9
1,16,0,2,5,2,4,3,20,0,2,3,13453.0,1973,10936.0,0.619,909,32,0.448,0.187,8409,0.9
1,24,1,1,2,0,0,0,29,0,3,2,1656.0,0,1656.0,0.626,1058,34,0.833,0.0,425,0.9
1,28,0,1,2,1,4,0,27,1,3,1,1438.3,355,630.3,0.997,27,9,0.9,0.562,7938,0.9
1,23,0,2,6,1,4,0,28,4,2,2,3243.0,0,3243.0,0.685,3737,61,0.821,0.0,66,0.9
1,27,1,5,5,1,0,0,25,3,2,2,19138.0,0,19138.0,0.482,1021,33,0.303,0.0,704,0.9
1,34,0,0,3,1,5,0,42,3,1,3,5549.0,0,5549.0,0.703,1352,28,0.52,0.0,9901,0.9
1,26,0,5,6,1,4,0,23,3,3,3,9611.0,0,9611.0,0.84,3903,54,0.8290000000000001,0.0,6226,0.9
1,21,0,3,6,1,4,0,21,2,3,2,1561.0,0,1561.0,0.502,949,18,0.556,0.0,135,0.9
1,23,1,2,3,0,1,0,26,1,3,4,14839.0,110,14327.0,0.17600000000000002,490,16,0.13,0.035,8702,0.9
1,29,0,3,6,2,1,0,19,4,3,4,2496.0,1527,497.0,0.7240000000000001,1515,40,0.667,0.8009999999999999,6570,0.9
1,8,1,3,3,3,3,3,8,0,2,3,34516.0,0,34516.0,0.794,4302,40,1.083,0.0,6238,0.9
1,11,1,2,6,2,1,0,11,5,2,4,10226.0,0,10226.0,0.614,1204,34,0.5710000000000001,0.0,6067,0.9
1,15,0,5,6,1,1,0,17,4,2,3,1588.0,0,1588.0,0.634,1488,51,0.649,0.0,8359,0.9
1,39,0,2,2,2,4,0,43,2,0,3,6812.0,1455,4886.0,0.735,1245,38,0.778,0.28300000000000003,4606,0.9
1,23,1,4,6,1,3,0,25,1,3,2,29890.0,0,29890.0,0.64,1965,37,0.382,0.0,1558,0.9
1,30,0,3,3,1,1,0,38,4,2,1,1438.3,0,1438.3,0.597,4,4,0.556,0.0,9249,0.9
1,21,1,3,5,0,0,3,29,1,4,5,34516.0,0,34516.0,0.521,665,25,0.591,0.0,9507,0.9
1,20,0,3,2,1,5,0,27,2,4,3,13095.0,1369,11259.0,0.4320000000000001,582,22,0.185,0.14,7108,0.9
1,24,1,3,5,2,0,0,23,0,2,3,7970.0,1784,5688.0,0.28,879,31,0.206,0.28600000000000003,3131,0.9
1,37,1,1,2,2,2,0,43,2,3,2,9569.0,0,9569.0,0.94,1244,39,0.581,0.0,9961,0.9
1,10,0,4,2,1,4,0,11,2,2,2,3261.0,1973,744.0,0.378,82,8,0.059,0.772,6554,0.9
1,21,0,5,5,2,5,0,27,4,4,5,3502.0,0,3502.0,0.531,900,32,0.4,0.0,3073,0.9
1,15,1,3,5,1,0,0,23,0,2,3,34516.0,0,34516.0,0.377,3712,46,0.244,0.0,5154,0.9
1,20,0,3,2,3,5,0,17,2,2,1,8869.0,0,8869.0,0.413,939,30,0.429,0.0,3086,0.9
1,22,0,2,2,2,5,0,24,3,2,3,11750.0,91,11263.0,0.772,1462,38,0.5479999999999999,0.041,7428,0.9
1,16,0,4,5,1,5,0,23,5,2,3,5557.0,1752,3311.0,0.518,1256,29,0.444,0.404,3210,0.9
1,8,1,1,6,2,3,0,9,0,2,2,3711.0,951,2298.0,0.175,2439,41,0.645,0.381,5366,0.9
1,24,0,1,4,2,1,0,33,0,3,3,1493.0,474,561.0,0.466,584,33,0.344,0.624,9915,0.9
1,24,0,1,2,2,4,0,23,0,3,4,2422.0,103,1920.0,0.997,1477,36,0.484,0.207,295,0.9
1,29,0,3,5,2,5,0,34,3,3,3,14657.0,1973,12140.0,0.166,3736,43,0.514,0.172,4590,0.9
1,24,1,1,6,3,3,0,23,5,3,4,9959.0,493,9007.0,0.825,4353,53,1.1,0.096,2920,0.9
1,15,0,3,6,1,5,0,22,1,3,5,11538.0,0,11538.0,0.507,931,43,0.4320000000000001,0.0,9226,0.9
1,22,1,2,2,1,3,0,15,0,3,3,14774.0,1973,12257.0,0.979,4133,53,0.703,0.17,4854,0.9
1,13,1,4,6,1,2,1,23,3,3,2,34516.0,1973,31999.0,0.841,4119,56,0.65,0.073,3290,0.9
1,12,1,3,0,2,3,0,13,2,3,2,1438.3,0,1438.3,0.399,615,22,0.455,0.0,599,0.9
1,37,0,0,2,2,4,0,43,4,6,3,1931.0,1069,400.0,0.778,1245,38,0.7140000000000001,0.7929999999999999,9781,0.9
1,25,0,1,5,2,4,3,28,5,2,3,14563.0,847,13254.0,0.708,3742,60,0.944,0.09,1987,0.9
1,33,1,1,0,2,0,0,34,1,4,2,4789.0,51,4432.0,0.7979999999999999,1431,31,0.64,0.075,6440,0.9
1,17,0,4,3,0,4,0,19,1,3,2,8203.0,0,8203.0,0.691,1534,36,0.84,0.0,8185,0.9
1,21,0,5,1,1,5,0,29,2,5,3,4345.0,1688,2169.0,0.752,1396,34,0.467,0.501,9568,0.9
1,26,0,3,3,1,4,0,27,2,5,1,2003.0,1271,268.0,0.855,1297,32,0.355,0.866,6795,0.9
1,20,0,4,3,3,4,0,24,4,3,3,7552.0,0,7552.0,1.047,3703,53,0.853,0.0,6147,0.9
1,18,1,3,2,1,1,0,27,1,2,6,9502.0,1927,7045.0,0.915,1265,47,0.6759999999999999,0.259,5889,0.9
1,11,0,2,6,2,4,0,12,2,2,4,1690.0,0,1690.0,0.69,1559,50,0.622,0.0,7402,0.9
1,27,1,4,5,2,2,0,30,0,3,2,13720.0,0,13720.0,0.6709999999999999,841,26,0.241,0.0,561,0.9
1,1,0,0,3,2,4,0,5,5,1,4,1438.3,0,1438.3,0.7809999999999999,1556,30,0.6,0.0,4876,0.9
1,17,1,4,3,1,3,0,22,1,3,2,10588.0,104,10085.0,0.918,4001,60,0.75,0.048,2847,0.9
1,23,1,2,3,1,0,0,26,1,3,2,11714.0,490,10765.0,1.036,3656,58,0.659,0.081,3103,0.9
1,12,0,1,6,1,4,0,7,1,2,3,1621.0,154,1041.0,0.421,898,31,0.171,0.358,1529,0.9
1,16,1,2,3,2,2,0,20,2,3,3,4836.0,96,4343.0,0.417,877,35,0.406,0.102,2959,0.9
1,14,1,4,5,2,3,0,23,5,3,2,34516.0,148,33944.0,1.05,4224,71,1.077,0.017,2455,0.9
1,17,0,4,5,1,4,0,23,4,3,3,3492.0,1973,975.0,0.6,1444,37,0.621,0.721,6713,0.9
1,18,1,3,3,1,3,0,23,0,3,2,10908.0,0,10908.0,0.983,3345,32,0.5,0.0,2044,0.9
1,22,0,3,3,3,4,0,24,3,2,1,2363.0,519,1385.0,0.662,1552,30,0.5379999999999999,0.414,7475,0.9
1,17,0,5,0,2,1,0,19,1,3,1,11508.0,0,11508.0,1.005,3606,64,0.574,0.0,1827,0.9
1,19,0,3,3,1,5,0,27,0,4,2,8383.0,0,8383.0,1.036,3684,53,0.853,0.0,5216,0.9
1,36,1,0,6,2,1,3,29,2,4,4,17161.0,0,17161.0,0.552,903,32,0.556,0.0,6314,0.9
1,18,1,4,1,1,0,0,26,3,3,2,7924.0,1973,5407.0,0.6629999999999999,1336,27,0.682,0.318,9642,0.9
0,0,0,0,5,2,4,0,7,3,3,4,1438.3,0,1438.3,0.764,1623,29,0.5,0.0,9880,0.9
1,16,0,4,2,1,1,0,20,3,3,2,2918.0,0,2918.0,0.5589999999999999,1043,44,0.459,0.0,3171,0.9
1,14,1,3,1,1,1,0,23,2,3,4,2313.0,0,2313.0,0.6729999999999999,1210,32,0.312,0.0,2282,0.9
1,26,1,2,6,1,3,0,28,5,4,3,7904.0,0,7904.0,0.7120000000000001,1076,22,0.231,0.0,3971,0.9
1,33,0,1,2,2,4,0,36,3,3,4,3214.0,65,2790.0,0.877,1614,43,0.71,0.132,4948,0.9
1,24,0,3,1,2,5,0,23,3,3,3,5173.0,0,5173.0,0.912,4242,58,0.789,0.0,3445,0.9
1,15,0,2,2,1,1,0,23,4,2,4,2990.0,1362,1162.0,0.488,1225,31,0.414,0.611,749,0.9
1,29,1,3,2,2,2,0,33,1,4,2,4178.0,0,4178.0,0.882,4010,44,0.862,0.0,1664,0.9
1,0,0,0,5,2,4,0,7,2,2,4,1438.3,0,1438.3,0.506,114,10,0.053,0.0,9298,0.9
1,22,0,4,2,2,4,2,24,4,3,4,15987.0,0,15987.0,0.8270000000000001,3921,61,0.69,0.0,609,0.9
1,25,0,4,3,1,4,0,28,2,3,4,2791.0,481,1851.0,0.813,1509,39,0.441,0.337,5933,0.9
0,20,1,2,4,2,2,0,28,2,3,2,10077.0,0,10077.0,0.639,1098,42,0.5760000000000001,0.0,9256,0.9
1,15,1,4,5,1,3,0,24,0,2,2,23250.0,0,23250.0,0.564,1176,33,0.654,0.0,9951,0.9
1,35,0,0,3,1,4,0,34,0,3,4,4130.0,0,4130.0,0.8140000000000001,1357,47,0.7809999999999999,0.0,8139,0.9
1,19,1,4,2,1,3,0,23,4,3,4,12250.0,1678,10085.0,0.6409999999999999,992,29,0.696,0.177,6799,0.9
1,24,1,1,4,2,2,0,23,3,3,2,2317.0,0,2317.0,0.7340000000000001,1181,31,0.519,0.0,3038,0.9
1,7,0,2,2,2,4,0,11,5,2,3,1806.0,0,1806.0,0.983,1692,33,0.654,0.0,1001,0.9
1,22,0,4,5,1,4,0,25,2,2,3,2732.0,0,2732.0,0.76,40,6,0.455,0.0,2482,0.9
1,23,0,2,2,1,4,0,26,2,3,1,2212.0,0,2212.0,0.942,1337,45,0.897,0.0,1319,0.9
1,14,1,4,4,1,2,0,22,2,4,3,20178.0,1091,18625.0,0.324,750,34,0.375,0.077,9359,0.9
1,23,0,4,3,3,1,0,30,3,3,3,4048.0,0,4048.0,0.601,1190,31,0.464,0.0,2347,0.9
1,27,0,2,3,1,4,0,23,5,3,2,3918.0,1973,1401.0,0.47,1095,32,0.448,0.642,3194,0.9
1,28,1,1,4,3,3,0,23,0,3,2,18512.0,1200,16848.0,0.889,4046,47,0.583,0.09,29,0.9
1,18,0,2,5,1,5,0,23,0,3,3,13735.0,1269,12002.0,0.614,796,33,0.654,0.126,6205,0.9
1,21,1,4,2,3,1,0,21,1,3,6,9080.0,1686,6906.0,0.653,1080,36,0.586,0.239,1246,0.9
1,10,0,3,3,1,4,0,23,2,3,3,2977.0,878,1637.0,0.507,1172,29,0.345,0.45,3336,0.9
1,18,1,2,4,1,2,0,21,5,3,4,23026.0,1973,20509.0,1.032,3368,42,0.625,0.109,8713,0.9
1,28,0,4,3,2,1,0,23,2,3,4,1438.3,0,1438.3,0.6409999999999999,1074,32,0.68,0.0,1861,0.9
1,14,0,3,6,2,1,0,16,2,3,3,2473.0,1827,141.0,0.293,753,22,0.455,0.943,2896,0.9
1,22,0,2,6,1,4,0,17,2,3,3,4204.0,0,4204.0,0.703,1271,33,0.536,0.0,2263,0.9
1,11,1,3,6,2,1,0,16,5,2,3,13589.0,1973,11072.0,0.941,4331,69,1.026,0.185,2661,0.9
1,17,0,5,3,3,1,0,11,2,2,2,4430.0,1713,2227.0,1.046,1631,39,0.4,0.4970000000000001,1302,0.9
1,12,1,2,3,0,2,3,12,0,2,3,26794.0,368,25973.0,0.848,4252,48,0.933,0.031,866,0.9
1,23,0,1,5,1,1,0,26,1,3,3,8061.0,1973,5544.0,0.35200000000000004,278,21,0.409,0.312,4084,0.9
1,14,0,2,1,1,1,0,14,3,2,3,2208.0,0,2208.0,0.695,1570,46,0.8059999999999999,0.0,7286,0.9
1,27,0,3,2,2,4,0,21,4,3,5,1438.3,571,408.3,0.609,982,28,0.407,0.716,6256,0.9
1,29,0,2,2,1,1,0,36,2,3,4,1809.0,0,1809.0,0.569,1103,34,0.5710000000000001,0.0,3128,0.9
1,17,0,4,3,3,4,3,18,5,2,2,13651.0,0,13651.0,1.046,4340,61,0.775,0.0,5394,0.9
1,27,0,1,6,2,4,0,28,1,3,2,3099.0,0,3099.0,0.279,443,34,0.419,0.0,665,0.9
1,12,0,3,3,2,5,0,23,0,3,2,5260.0,1242,3554.0,0.359,1119,47,0.6759999999999999,0.324,3199,0.9
1,15,1,4,2,1,3,0,23,0,3,6,4725.0,791,3472.0,1.008,4298,67,0.974,0.265,1014,0.9
1,27,0,1,3,1,1,0,31,2,3,3,1816.0,0,1816.0,0.884,1411,34,0.6920000000000001,0.0,8842,0.9
1,11,1,3,0,1,3,0,17,2,4,3,11638.0,468,10712.0,0.262,2,5,0.364,0.08,711,0.9
1,31,0,2,5,2,4,0,37,4,0,3,2475.0,0,2475.0,0.823,1501,33,0.654,0.0,6947,0.9
1,22,0,3,6,3,5,0,23,2,3,2,4431.0,1973,1914.0,0.499,1157,38,0.371,0.568,3148,0.9
1,29,1,2,6,0,0,0,37,4,4,3,24250.0,32,23972.0,0.647,1130,31,0.5770000000000001,0.011,9618,0.9
1,5,1,1,4,2,1,0,11,3,2,4,4169.0,123,3635.0,0.836,4197,60,0.795,0.128,3449,0.9
1,15,0,3,5,3,5,0,23,1,3,1,13733.0,0,13733.0,0.325,620,20,0.875,0.0,3014,0.9
1,14,1,3,0,2,3,3,20,0,3,4,34516.0,0,34516.0,0.927,196,16,0.368,0.0,8887,0.9
1,8,0,1,4,2,4,0,13,2,2,5,2066.0,48,1719.0,0.511,1134,27,0.321,0.168,1507,0.9
1,17,0,1,2,1,4,0,23,3,2,4,1536.0,0,1536.0,0.5710000000000001,971,26,0.333,0.0,771,0.9
1,23,1,2,3,1,3,0,25,2,2,4,29893.0,0,29893.0,0.519,1050,38,0.846,0.0,7423,0.9
1,14,0,3,5,2,5,0,23,2,2,2,3698.0,87,3220.0,0.611,1038,21,0.632,0.129,289,0.9
1,38,0,0,2,2,4,0,23,0,3,4,1682.0,0,1682.0,0.75,822,29,0.5,0.0,2484,0.9
1,15,1,4,2,3,2,0,23,1,3,5,1438.3,39,1126.3,0.657,799,16,0.733,0.217,9335,0.9
1,25,0,2,6,2,4,0,30,4,3,2,3245.0,0,3245.0,0.5529999999999999,975,19,0.261,0.0,277,0.9
1,22,0,1,5,1,5,0,25,4,2,2,1438.3,0,1438.3,0.574,1145,28,0.462,0.0,1788,0.9
1,26,1,3,5,2,0,0,35,4,3,4,20974.0,0,20974.0,0.0,298,17,0.0,0.0,10000,0.9
1,27,0,3,0,1,4,0,30,2,2,2,3573.0,0,3573.0,0.8420000000000001,1489,26,0.44,0.0,8699,0.9
1,13,0,3,2,1,5,0,23,2,2,3,1575.0,163,983.0,0.236,10,5,0.154,0.376,4187,0.9
1,35,1,1,6,1,1,0,36,0,2,2,5472.0,335,4684.0,0.526,27,4,0.273,0.14400000000000002,5446,0.9
1,19,1,5,6,1,3,3,26,1,2,3,34516.0,1492,32552.0,0.624,1195,39,0.361,0.057,9078,0.9
1,30,1,1,0,1,2,0,31,4,3,3,1704.0,0,1704.0,0.701,14,7,0.308,0.0,5157,0.9
1,20,0,1,5,3,5,0,15,4,2,6,2069.0,0,2069.0,0.6559999999999999,1641,45,0.667,0.0,7878,0.9
1,16,0,2,5,2,4,0,10,3,2,3,1443.0,0,1443.0,0.529,1074,28,0.31,0.0,2572,0.9
1,17,0,5,5,2,4,0,23,4,3,4,2689.0,1869,305.0,0.365,944,43,0.6559999999999999,0.887,3106,0.9
1,6,0,1,2,2,4,0,23,2,3,6,2761.0,0,2761.0,1.047,1640,33,0.654,0.0,4462,0.9
1,22,1,3,2,2,2,0,29,2,2,4,19075.0,0,19075.0,0.807,1008,22,0.455,0.0,4542,0.9
1,23,0,4,6,2,5,0,18,5,3,3,2672.0,0,2672.0,1.038,1502,29,0.5,0.0,339,0.9
1,16,0,4,2,2,4,0,23,5,2,2,2803.0,0,2803.0,0.623,1182,30,0.6,0.0,1190,0.9
1,18,0,3,6,0,4,0,19,2,3,2,1693.0,995,236.0,0.919,1690,32,0.615,0.861,5217,0.9
1,4,0,1,5,0,4,0,6,5,1,2,1644.0,0,1644.0,0.82,1463,34,0.517,0.0,8646,0.9
1,13,0,4,3,2,5,0,23,2,2,4,12405.0,0,12405.0,0.949,1871,29,0.444,0.0,4484,0.9
1,29,0,1,6,3,4,0,23,1,3,2,3626.0,342,2831.0,0.8959999999999999,1763,32,0.556,0.219,5704,0.9
1,18,1,2,1,1,3,0,25,0,2,1,25894.0,1973,23377.0,1.046,3314,39,0.815,0.097,9171,0.9
1,10,0,1,6,2,4,0,11,1,1,2,1735.0,0,1735.0,0.74,1405,25,0.34600000000000003,0.0,5644,0.9
1,14,0,3,2,2,4,0,17,3,3,2,3319.0,0,3319.0,0.262,3308,34,0.375,0.0,4892,0.9
1,13,1,1,5,1,4,0,23,2,3,3,4247.0,0,4247.0,0.405,78,7,0.133,0.0,2255,0.9
1,17,0,2,4,1,4,0,24,2,3,1,1438.3,0,1438.3,1.004,125,18,0.273,0.0,7166,0.9
1,4,0,1,0,2,4,0,23,3,3,6,4541.0,0,4541.0,0.976,4038,70,0.778,0.0,5909,0.9
1,21,1,3,0,2,2,0,26,4,3,2,22599.0,0,22599.0,1.039,3213,45,0.486,0.0,151,0.9
1,21,0,4,6,1,4,0,23,2,3,3,2033.0,20,1805.0,0.904,1499,33,0.72,0.112,4447,0.9
1,25,0,2,2,1,5,0,21,1,3,2,7551.0,0,7551.0,0.894,1779,36,0.394,0.0,5633,0.9
1,29,1,3,5,1,2,0,31,2,2,2,2323.0,0,2323.0,0.737,58,5,0.5,0.0,6244,0.9
1,30,0,1,3,2,4,0,35,0,5,2,3556.0,0,3556.0,0.596,1185,35,0.731,0.0,391,0.9
1,27,0,4,2,1,4,0,24,2,2,3,1722.0,0,1722.0,0.863,1118,25,0.34600000000000003,0.0,7747,0.9
1,24,1,3,0,3,3,0,24,0,3,2,27186.0,0,27186.0,0.504,725,24,0.478,0.0,603,0.9
1,28,0,2,2,1,4,0,32,2,1,3,1438.3,38,1132.3,1.035,22,5,0.364,0.213,5544,0.9
1,17,0,4,5,2,4,0,23,4,3,2,2422.0,555,1408.0,0.688,1376,34,0.467,0.419,6949,0.9
1,8,0,2,2,1,4,0,10,5,2,2,3116.0,0,3116.0,0.698,1649,35,0.667,0.0,7477,0.9
1,31,1,2,5,3,3,0,23,4,3,3,4316.0,0,4316.0,0.363,925,43,0.472,0.0,3022,0.9
1,32,1,2,5,2,0,0,33,1,3,4,16163.0,0,16163.0,0.542,1145,38,0.778,0.0,6272,0.9
1,10,0,2,2,3,4,0,23,4,2,4,3111.0,1973,594.0,0.6459999999999999,1314,31,0.519,0.809,233,0.9
1,24,0,1,5,2,4,0,24,2,2,4,1838.0,0,1838.0,0.743,1399,37,1.136,0.0,1487,0.9
1,29,1,1,5,2,0,0,28,2,4,4,24542.0,1843,22188.0,0.314,129,14,0.263,0.096,8140,0.9
1,28,1,2,5,1,2,0,22,3,3,4,2189.0,54,1807.0,0.884,1637,41,0.594,0.175,5438,0.9
1,17,0,4,6,1,4,0,11,5,2,3,1679.0,492,728.0,0.706,1427,33,0.593,0.5660000000000001,6008,0.9
1,42,1,0,3,1,4,0,39,0,3,2,1438.3,442,538.3,0.743,46,11,0.615,0.626,378,0.9
1,17,0,2,5,0,4,0,17,2,3,4,6811.0,0,6811.0,0.677,941,29,0.56,0.0,5845,0.9
1,20,0,2,6,1,4,0,29,0,0,4,2002.0,0,2002.0,0.8029999999999999,1362,29,0.857,0.0,10040,0.9
1,22,1,4,6,2,1,0,30,1,3,2,11272.0,1280,9528.0,0.34700000000000003,492,24,0.214,0.155,9926,0.9
1,5,0,1,5,1,4,0,7,5,2,2,1438.3,0,1438.3,0.706,1535,39,0.531,0.0,7468,0.9
1,16,1,2,0,1,2,0,15,5,1,3,7340.0,0,7340.0,0.65,74,14,0.412,0.0,7237,0.9
1,29,0,2,0,2,5,0,36,0,0,6,1438.3,0,1438.3,0.608,1235,47,0.727,0.0,9046,0.9
1,34,1,0,0,1,3,0,37,0,4,2,29239.0,0,29239.0,1.057,4093,55,0.585,0.0,4173,0.9
1,23,1,2,6,1,3,0,26,1,3,4,29865.0,1618,27768.0,0.902,4217,64,0.947,0.07,2729,0.9
1,28,0,2,4,1,4,0,34,2,4,3,1438.3,0,1438.3,1.053,223,12,0.375,0.0,1801,0.9
1,18,0,2,1,0,4,0,23,0,2,2,1916.0,0,1916.0,1.041,1729,29,0.444,0.0,343,0.9
1,31,1,2,5,3,3,0,35,3,1,3,30543.0,28,30279.0,0.882,3970,53,0.703,0.009000000000000001,50,0.9
1,25,1,3,2,2,3,0,23,5,3,3,3610.0,1092,2056.0,0.501,1182,24,0.308,0.43,3337,0.9
1,17,0,3,5,1,4,0,19,5,3,3,1897.0,0,1897.0,0.645,1715,37,0.469,0.0,4662,0.9
1,27,0,1,2,2,4,0,23,1,2,3,1438.3,0,1438.3,0.672,56,7,0.214,0.0,6363,0.9
