CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
8680,0,18,0,3,0,0,1,0,21,4,2,5,4513.0,1478,2563.0,0.83,1881,52,0.59,0.43200000000000005
9791,0,26,1,2,0,1,0,0,34,2,3,2,27347.0,269,26628.0,0.695,2541,67,0.674,0.026000000000000002
3002,0,16,0,3,3,1,4,0,23,3,3,1,1676.0,910,304.0,0.522,2872,67,0.5710000000000001,0.8190000000000001
7398,0,36,0,1,2,1,4,0,37,5,6,4,2802.0,1505,825.0,0.431,772,23,0.833,0.706
10116,1,23,1,3,4,1,3,0,32,2,0,4,23870.0,0,23870.0,0.604,891,29,0.345,0.0
8580,0,4,0,0,2,2,4,0,4,2,2,1,4868.0,630,3778.0,0.679,1737,59,0.816,0.22399999999999998
9377,0,24,1,3,5,2,2,0,32,4,3,5,20437.0,561,19417.0,0.563,2663,56,0.737,0.05
9244,0,6,1,2,3,0,2,0,13,5,1,4,2239.0,876,901.0,0.5670000000000001,1404,50,0.579,0.598
10012,0,6,0,1,2,2,4,0,15,5,3,3,2428.0,568,1401.0,0.8240000000000001,1796,74,0.867,0.423
9373,0,23,1,3,4,2,2,0,31,2,1,5,15027.0,0,15027.0,0.8109999999999999,2122,49,0.7879999999999999,0.0
9485,0,11,1,2,1,2,0,0,19,2,3,5,32056.0,1417,30169.0,0.831,1622,58,0.7,0.059000000000000004
5550,0,16,0,3,0,2,5,3,18,2,2,2,34516.0,461,33597.0,0.919,2032,69,0.7559999999999999,0.027000000000000003
6882,0,10,1,2,6,2,3,0,16,2,3,5,5346.0,1077,3807.0,0.777,1240,41,0.889,0.28800000000000003
4300,1,26,0,4,6,1,4,0,23,0,4,5,2143.0,0,2143.0,0.853,398,26,0.33299999999999996,0.0
3193,0,22,1,3,5,2,2,1,27,4,2,5,34516.0,1814,32199.0,0.6990000000000001,2443,58,0.7,0.067
7627,0,3,1,1,6,2,2,0,6,2,1,2,23507.0,1518,21517.0,0.631,1563,55,0.912,0.085
39,0,7,0,3,4,1,1,0,15,4,2,3,1864.0,621,783.0,1.416,1529,34,1.75,0.58
482,0,10,1,2,0,2,2,0,11,4,2,5,23032.0,385,22192.0,0.7390000000000001,1661,63,0.698,0.036000000000000004
6692,0,10,0,4,3,1,4,0,23,3,1,3,4277.0,1116,2699.0,0.84,865,39,1.042,0.369
8318,0,30,0,2,3,1,1,0,28,4,3,2,2771.0,984,1325.0,0.6859999999999999,726,17,0.22699999999999998,0.522
1546,0,2,1,1,3,0,4,0,23,4,3,4,2265.0,1464,330.0,0.653,1261,51,0.525,0.8540000000000001
4871,0,5,0,2,5,0,4,0,6,5,2,0,2853.0,1489,892.0,0.866,1600,58,0.789,0.687
6527,0,18,0,3,5,2,4,0,20,4,3,5,3075.0,1973,558.0,0.922,2123,43,0.71,0.8190000000000001
2428,0,25,0,3,3,1,5,0,18,4,1,5,15340.0,1826,13009.0,0.565,1770,41,0.594,0.152
2592,0,29,1,3,2,2,1,0,22,3,1,4,3065.0,0,3065.0,0.716,2113,59,0.605,0.0
9155,0,8,0,2,1,2,4,0,15,2,3,2,1438.3,0,1438.3,0.892,1815,81,0.8959999999999999,0.0
9952,0,35,0,0,2,2,1,0,43,3,3,5,7118.0,360,6305.0,0.475,2472,56,0.65,0.114
206,0,11,1,2,5,2,2,0,23,3,2,2,11419.0,1973,8902.0,1.2109999999999999,1792,60,1.0590000000000002,0.22
2897,0,20,1,3,2,1,1,0,24,5,2,5,2403.0,0,2403.0,0.727,2015,54,0.882,0.0
7807,0,21,0,3,5,1,4,0,19,3,3,2,2821.0,492,1870.0,0.5770000000000001,489,28,1.923,0.337
2686,0,28,1,1,2,1,1,0,30,3,3,3,2706.0,1973,189.0,0.506,704,29,0.625,0.93
6924,0,24,0,3,6,2,4,0,30,5,1,4,2999.0,1486,1041.0,0.611,1058,38,0.7140000000000001,0.653
5700,0,10,0,4,3,2,4,0,15,4,1,2,2226.0,1145,619.0,0.6559999999999999,1571,52,1.0,0.722
6388,0,11,1,5,2,1,2,0,18,4,3,4,3351.0,1379,1504.0,0.67,915,33,0.593,0.551
5826,0,21,1,4,0,0,1,0,23,4,1,1,5570.0,1389,3712.0,0.7829999999999999,2628,62,0.636,0.33399999999999996
7280,0,28,1,3,6,1,3,0,28,2,3,2,10448.0,1107,8879.0,0.48200000000000004,632,29,0.444,0.15
680,0,38,0,0,3,1,4,0,43,5,2,2,2174.0,935,777.0,0.62,770,29,0.5,0.643
5781,0,22,1,3,2,1,3,0,25,2,3,3,31501.0,0,31501.0,0.698,2283,65,0.7859999999999999,0.0
9742,0,9,1,2,5,2,2,0,17,5,3,3,21695.0,795,20438.0,0.7929999999999999,1226,64,0.48,0.057999999999999996
849,0,23,1,2,6,1,3,0,23,2,1,1,34516.0,1911,32081.0,0.732,817,24,0.619,0.071
6804,0,16,1,5,6,1,2,0,22,5,3,2,13650.0,791,12397.0,0.743,724,43,0.71,0.092
2928,0,23,1,0,5,2,3,0,23,4,3,4,16156.0,1973,13639.0,0.804,2657,71,0.653,0.156
5632,0,27,0,2,2,1,4,0,33,5,2,4,2413.0,1542,398.0,0.47,440,14,0.7140000000000001,0.835
8663,0,30,1,2,3,1,3,0,32,2,2,3,5920.0,1127,4331.0,0.512,449,18,0.273,0.268
5278,0,15,1,3,0,2,2,0,15,5,3,0,5841.0,1933,3378.0,1.047,2349,71,0.7609999999999999,0.42200000000000004
2102,0,11,1,3,3,2,2,0,23,2,1,5,8418.0,1577,6367.0,0.847,1725,53,0.703,0.244
8737,0,4,1,0,3,1,4,0,8,4,4,3,2490.0,797,1231.0,1.079,1380,43,0.514,0.506
3180,0,19,1,3,4,1,3,0,22,2,3,2,20640.0,1141,19037.0,0.532,804,43,0.395,0.078
4925,0,28,1,1,3,1,2,0,24,4,1,1,9453.0,1699,7265.0,0.5720000000000001,710,35,0.452,0.231
9101,0,20,1,2,2,1,2,0,27,3,2,4,7949.0,1052,6435.0,0.857,1993,48,0.657,0.19
687,0,10,0,4,0,2,4,0,23,2,2,1,2758.0,1680,590.0,1.046,1830,76,0.792,0.7859999999999999
7640,0,22,1,2,1,2,0,0,28,4,2,1,20148.0,624,19064.0,0.79,2438,64,0.542,0.054000000000000006
5740,0,33,0,0,1,2,4,0,23,2,1,2,1438.3,0,1438.3,0.691,909,37,0.382,0.0
4241,0,34,1,1,5,2,3,0,38,5,3,4,26566.0,1973,24049.0,0.985,1844,55,0.625,0.095
6001,0,18,1,5,2,2,2,0,21,2,3,5,13477.0,1583,11420.0,0.684,2389,57,0.634,0.153
1469,0,39,1,0,0,0,4,0,29,4,3,2,9706.0,1496,7738.0,1.022,2045,48,0.706,0.203
9898,0,20,0,3,2,2,1,0,28,4,2,4,7457.0,0,7457.0,0.7170000000000001,1879,54,0.73,0.0
1382,0,22,1,4,2,1,3,3,27,5,2,5,34516.0,354,33709.0,0.9670000000000001,2450,70,1.051,0.023
9076,0,27,1,3,3,1,0,0,34,4,1,3,19081.0,1908,16650.0,0.37,566,21,0.47600000000000003,0.127
4331,0,27,0,3,5,1,5,0,23,5,2,2,2447.0,1096,889.0,0.511,733,28,0.462,0.637
1713,0,15,1,2,3,2,3,0,23,3,2,4,28830.0,0,28830.0,0.7859999999999999,2122,47,0.966,0.0
6592,0,11,0,4,3,0,1,0,9,4,1,3,2563.0,1175,925.0,0.6809999999999999,1051,36,0.917,0.639
5090,0,3,0,0,3,2,4,0,0,5,3,5,5240.0,1146,3632.0,1.2429999999999999,1608,54,0.778,0.307
9293,0,23,0,2,1,1,4,0,31,3,3,0,3397.0,1490,1435.0,0.483,1952,56,0.61,0.578
4929,0,21,1,3,1,2,4,0,22,3,3,2,1842.0,0,1842.0,0.726,2662,57,0.634,0.0
7271,0,27,0,1,6,1,4,0,27,3,2,4,2383.0,1467,445.0,0.597,644,27,0.682,0.813
2634,0,7,1,2,2,0,2,0,8,4,3,3,20791.0,0,20791.0,0.7440000000000001,1728,83,0.755,0.0
6936,0,8,1,1,2,3,2,0,14,4,2,4,19900.0,1119,18319.0,0.838,2460,86,0.846,0.079
3690,0,2,0,0,2,2,5,3,2,2,3,3,32024.0,770,30792.0,1.04,1441,54,0.882,0.038
2318,0,10,0,3,2,2,1,0,15,2,2,3,3701.0,510,2732.0,1.079,1912,76,0.623,0.262
338,0,4,0,2,2,2,4,0,5,2,1,4,4199.0,1433,2296.0,1.0590000000000002,1801,57,0.763,0.45299999999999996
2811,0,8,1,3,3,2,1,0,8,3,1,3,4353.0,1191,2698.0,0.8059999999999999,1573,71,0.884,0.38
1172,1,12,0,4,0,1,1,0,23,3,4,4,4913.0,1973,2396.0,0.348,95,18,0.273,0.512
2733,0,13,0,4,4,1,4,0,9,2,3,1,5454.0,647,4346.0,1.021,1580,57,0.675,0.203
6060,0,6,0,0,2,1,5,0,13,2,3,2,2172.0,919,791.0,1.145,1757,59,0.408,0.636
5543,0,10,1,2,1,2,1,0,13,3,3,2,2845.0,1973,328.0,0.6859999999999999,1339,41,0.5,0.885
1219,0,11,0,3,3,2,5,0,15,2,1,4,18570.0,1062,17046.0,1.385,2503,86,0.846,0.08199999999999999
4932,0,19,1,4,5,1,2,3,20,4,2,4,25907.0,293,25162.0,0.607,1045,46,0.8059999999999999,0.028999999999999998
9925,0,12,0,3,5,2,4,0,20,4,3,2,2206.0,1545,188.0,0.648,754,25,0.667,0.915
4174,0,5,1,0,2,2,1,0,11,2,1,4,12050.0,1268,10318.0,0.804,1010,36,0.7040000000000001,0.14400000000000002
6273,0,39,1,0,3,3,4,0,23,2,3,2,2107.0,549,1099.0,0.953,2430,57,0.523,0.478
2001,0,37,0,0,2,1,4,0,23,5,3,4,2107.0,889,756.0,0.521,365,25,0.522,0.6409999999999999
7236,0,39,1,1,2,1,4,0,43,2,2,5,3539.0,1973,1022.0,0.34600000000000003,499,21,0.632,0.711
6885,0,17,0,3,0,1,5,0,23,2,3,4,27175.0,322,26400.0,0.5429999999999999,2346,62,0.8,0.028999999999999998
3977,0,25,1,1,2,1,1,3,23,5,2,2,17905.0,521,16925.0,0.731,2888,54,0.778,0.055
7155,0,11,1,3,2,1,2,0,18,2,1,3,4940.0,737,3741.0,1.57,1922,47,0.9,0.243
1447,0,29,0,1,2,1,5,0,30,4,4,2,3161.0,927,1772.0,0.307,577,20,0.429,0.439
1579,0,1,1,0,5,2,2,0,23,3,3,3,2464.0,0,2464.0,0.502,1553,40,0.429,0.0
3580,0,8,0,0,3,1,1,0,23,4,1,3,3203.0,1738,974.0,1.146,1545,42,0.625,0.696
4273,0,6,0,1,0,0,4,0,23,2,5,4,1835.0,558,818.0,0.82,1670,69,0.519,0.5539999999999999
1413,0,23,0,5,5,2,4,0,26,2,2,2,1993.0,0,1993.0,0.539,2575,66,0.6890000000000001,0.0
1627,0,13,1,2,6,1,3,0,14,2,3,2,34516.0,1166,32887.0,1.078,2054,43,1.038,0.047
9379,0,1,1,0,4,2,5,0,9,4,2,2,7130.0,417,6257.0,0.53,1433,27,0.321,0.122
67,0,4,1,1,5,0,5,0,9,4,3,4,12539.0,452,11629.0,0.856,1557,62,0.674,0.073
8796,0,13,1,4,3,1,3,0,12,5,2,3,8208.0,0,8208.0,1.568,1860,29,1.167,0.0
8692,0,16,1,2,1,1,3,0,19,3,2,2,26222.0,613,25149.0,1.288,985,20,0.579,0.040999999999999995
4843,0,29,1,4,0,0,3,0,23,3,2,3,34173.0,732,32979.0,1.056,2274,59,0.816,0.035
6459,0,31,0,2,2,1,1,0,36,4,1,2,3377.0,1256,1657.0,0.491,648,22,0.391,0.509
3138,0,27,1,2,2,1,0,0,30,5,3,2,5882.0,1828,3547.0,0.579,423,20,0.667,0.397
5095,0,25,1,0,2,1,3,0,27,3,3,2,7158.0,0,7158.0,0.904,1093,50,0.875,0.0
9116,0,21,1,3,2,1,4,0,28,5,1,4,5833.0,1283,4086.0,0.551,2275,65,0.531,0.3
4583,0,0,0,0,3,2,1,0,23,5,3,4,4152.0,0,4152.0,0.804,1305,32,0.312,0.0
3409,0,11,1,2,3,2,1,0,11,5,2,3,11699.0,1293,9941.0,0.8690000000000001,1004,36,1.0,0.15
8837,0,19,0,2,5,2,1,0,22,5,3,2,4505.0,1100,2943.0,0.604,2476,58,0.619,0.34700000000000003
9188,0,29,1,2,5,2,2,0,35,5,3,2,7667.0,731,6474.0,1.101,2432,66,0.617,0.156
8740,0,11,1,4,2,2,0,0,15,2,3,4,34516.0,0,34516.0,0.5720000000000001,1501,52,0.7709999999999999,0.0
3394,0,10,0,3,2,2,4,0,18,2,2,3,2937.0,1673,778.0,0.67,1445,41,0.7,0.735
5086,0,10,0,1,3,2,4,0,23,4,3,4,5257.0,1110,3685.0,0.732,1684,63,0.659,0.299
1563,0,13,1,2,3,2,2,0,15,5,3,3,10331.0,498,9374.0,0.6990000000000001,2247,71,0.653,0.09300000000000001
6565,0,21,1,4,5,1,2,0,23,2,3,3,17557.0,0,17557.0,0.667,1119,52,0.37799999999999995,0.0
3363,0,30,0,2,2,1,4,0,35,5,3,2,4366.0,1128,2776.0,0.475,624,27,0.423,0.364
3216,0,30,0,4,5,2,5,0,33,5,2,2,8037.0,1778,5761.0,0.406,1935,61,0.5429999999999999,0.28300000000000003
8158,0,12,1,2,6,1,4,0,12,3,1,3,8740.0,283,8006.0,1.072,1143,28,0.652,0.084
2855,0,23,1,3,2,2,0,0,23,5,2,3,8514.0,1540,6501.0,0.664,2597,64,0.542,0.23600000000000002
2345,0,10,0,4,5,2,4,0,13,3,3,2,2002.0,915,625.0,0.6709999999999999,1351,50,0.7140000000000001,0.688
8047,0,25,0,0,3,1,4,0,22,4,3,4,3132.0,1350,1317.0,1.018,2178,50,0.935,0.58
7907,0,0,0,0,0,1,1,0,0,1,3,3,2010.0,610,940.0,0.9059999999999999,2188,75,0.635,0.532
1824,0,8,1,2,2,1,3,0,10,5,2,3,7567.0,1311,5791.0,1.275,1311,35,0.875,0.235
655,1,30,1,2,3,2,1,0,27,1,6,4,2381.0,211,1730.0,0.5920000000000001,925,36,0.586,0.273
6223,0,17,1,2,2,1,0,3,18,5,2,4,34516.0,1880,32118.0,0.917,3424,78,0.6920000000000001,0.069
21,0,21,0,3,5,2,5,0,29,5,2,2,16411.0,717,15232.0,0.8490000000000001,2445,61,0.732,0.07200000000000001
2713,0,16,0,4,3,2,4,0,6,2,2,0,1438.3,0,1438.3,0.6759999999999999,2321,57,0.523,0.0
978,0,12,1,2,0,1,3,0,17,1,3,2,3735.0,959,2314.0,0.57,848,37,0.741,0.38
7888,0,29,1,2,4,2,2,0,24,2,3,1,22127.0,1334,20328.0,0.758,2167,53,0.75,0.081
2742,0,2,0,0,0,1,5,0,23,2,2,3,5685.0,0,5685.0,1.334,1338,52,1.0,0.0
4710,0,36,1,0,5,2,1,0,37,2,2,2,7348.0,1004,5882.0,1.236,1826,51,0.6940000000000001,0.2
3606,1,26,1,2,1,1,0,0,21,2,2,3,11188.0,0,11188.0,0.6579999999999999,1089,37,0.621,0.0
7106,0,18,1,3,6,2,0,0,24,2,1,5,3650.0,1970,1138.0,0.7390000000000001,3082,65,0.47100000000000003,0.688
3597,0,3,0,0,4,2,4,0,23,4,2,3,5076.0,761,3853.0,0.83,1581,47,0.629,0.24100000000000002
4207,0,22,1,4,1,3,2,3,25,2,2,2,32658.0,1020,31176.0,0.941,1016,27,0.542,0.045
6937,0,17,1,3,5,1,3,0,23,5,1,2,28634.0,468,27708.0,0.622,3034,58,0.659,0.032
871,0,23,0,2,4,2,4,0,23,2,1,3,3414.0,1011,1941.0,0.597,815,39,1.13,0.431
890,0,17,1,3,3,1,3,0,10,4,6,1,12315.0,0,12315.0,0.895,1021,41,0.545,0.0
2700,0,15,0,2,5,1,1,0,23,4,3,3,2690.0,1442,778.0,0.6920000000000001,2197,58,0.7,0.711
4038,0,17,1,3,2,2,3,0,18,5,2,4,12165.0,0,12165.0,1.16,2566,64,0.682,0.0
3049,0,25,0,3,2,2,4,0,33,3,1,3,1792.0,530,803.0,1.202,1843,53,0.703,0.552
8891,0,11,1,1,1,2,3,0,17,5,3,2,19300.0,719,18119.0,0.764,1571,60,0.795,0.061
7331,0,11,1,2,0,0,1,0,11,2,3,4,8120.0,1619,6022.0,0.826,1878,44,0.688,0.258
132,0,23,1,5,3,1,3,0,23,5,2,2,2292.0,0,2292.0,0.976,1509,50,0.5,0.0
7422,0,10,1,3,5,1,3,0,12,5,3,3,21434.0,883,20089.0,0.603,1120,36,0.586,0.063
7094,0,24,0,2,2,3,4,0,30,4,3,4,3424.0,0,3424.0,0.765,3386,64,0.574,0.0
6724,0,38,1,0,6,1,4,0,38,2,3,4,2787.0,739,1586.0,0.37200000000000005,686,29,0.625,0.431
8962,0,10,0,3,0,2,5,0,17,2,2,3,8696.0,1020,7214.0,1.002,1703,57,0.971,0.17
6260,0,19,1,3,3,1,0,0,22,5,2,3,32446.0,1502,30472.0,0.621,734,29,0.696,0.061
5023,0,15,1,2,2,1,3,0,23,5,3,3,9133.0,1656,6993.0,0.649,2600,78,0.63,0.23399999999999999
3879,0,21,1,3,2,2,3,0,24,2,3,2,5116.0,1006,3648.0,0.91,1311,39,0.633,0.287
5616,0,13,1,2,4,1,3,0,18,4,2,1,18974.0,1973,16457.0,1.369,1659,46,1.0,0.133
7175,0,25,1,4,5,2,0,0,32,5,2,3,12101.0,1973,9584.0,0.733,1069,34,0.76,0.20800000000000002
9868,0,29,0,1,3,2,1,0,33,4,3,4,5379.0,503,4417.0,0.8270000000000001,792,30,0.29,0.179
5669,0,31,1,3,2,2,0,0,36,4,3,3,32676.0,1650,30542.0,0.797,2494,78,0.76,0.065
9380,0,10,1,4,1,0,0,0,18,3,3,4,34516.0,1029,33025.0,0.93,1204,50,0.935,0.043
1329,0,9,1,2,6,1,0,0,23,3,3,4,15202.0,1314,13423.0,1.392,1864,50,0.579,0.11699999999999999
7704,0,12,0,2,6,2,4,0,10,4,3,3,2222.0,743,1017.0,0.395,834,39,0.361,0.542
256,0,13,0,2,2,2,1,0,21,4,2,4,5858.0,0,5858.0,0.853,1993,67,0.604,0.0
1782,0,39,0,0,2,1,1,0,43,3,2,1,2692.0,1399,823.0,0.7440000000000001,623,26,0.895,0.6940000000000001
9132,0,25,0,2,5,1,4,0,32,5,3,2,7165.0,1564,5128.0,0.83,2138,68,0.902,0.284
1306,0,24,0,3,3,1,4,0,25,3,3,4,1438.3,0,1438.3,1.084,3214,71,0.653,0.0
9149,0,12,1,2,2,2,2,3,19,4,1,1,26988.0,1125,25401.0,0.968,2275,60,0.795,0.059000000000000004
7523,0,10,0,1,6,2,4,0,13,2,3,2,2517.0,0,2517.0,0.946,2152,52,0.7709999999999999,0.0
8327,1,15,1,3,5,1,1,0,15,2,3,4,11091.0,0,11091.0,0.522,288,24,0.308,0.0
7268,0,14,0,4,2,2,4,3,14,2,1,2,10745.0,1605,8661.0,0.847,2096,77,0.9329999999999999,0.19399999999999998
3885,0,14,0,2,1,1,5,3,23,2,2,4,34516.0,1222,32830.0,0.562,1867,56,0.65,0.049
9372,0,0,1,1,6,2,4,0,7,5,3,2,2590.0,1284,842.0,0.626,1673,42,0.486,0.675
7493,0,20,0,4,5,2,4,0,22,4,2,3,2722.0,1011,1249.0,0.737,1857,59,0.6829999999999999,0.541
1017,0,23,0,1,2,1,4,0,23,2,3,0,8228.0,0,8228.0,0.9420000000000001,2772,70,0.7020000000000001,0.0
9302,0,12,1,2,6,0,3,0,20,5,3,2,11777.0,1316,9996.0,0.565,1647,52,0.879,0.151
320,0,23,1,4,2,1,3,0,26,4,1,1,34516.0,130,33973.0,0.745,2463,66,0.9,0.016
3074,0,12,1,3,2,0,3,0,11,4,1,3,14821.0,0,14821.0,0.6609999999999999,1722,50,0.622,0.0
2179,0,10,1,1,6,2,4,0,10,3,3,1,1438.3,470,510.3,0.851,1158,49,0.6859999999999999,0.645
7310,0,8,0,2,6,2,4,0,8,5,3,4,6131.0,808,4861.0,0.9129999999999999,1687,83,0.8240000000000001,0.207
9911,0,26,1,5,2,2,3,0,34,2,1,1,2047.0,223,1382.0,0.605,2058,56,0.6920000000000001,0.325
8905,0,14,1,3,2,2,3,0,21,2,3,4,22380.0,758,21160.0,0.884,2294,63,0.78,0.055
9469,0,10,1,3,5,1,3,0,18,2,3,5,12893.0,1157,11273.0,0.5760000000000001,1257,50,0.46299999999999997,0.126
9233,0,27,1,3,3,2,4,0,34,4,1,1,3351.0,1012,1877.0,0.39299999999999996,2788,56,0.737,0.44
4007,0,14,0,2,6,1,4,0,23,2,1,1,5093.0,1862,2717.0,0.8220000000000001,1295,47,0.541,0.467
6285,0,28,1,1,2,1,1,0,31,4,1,1,1438.3,0,1438.3,0.5760000000000001,615,27,0.609,0.0
5602,0,8,1,4,0,2,2,0,7,4,1,2,2165.0,1480,213.0,0.8220000000000001,1564,71,0.841,0.902
6072,0,36,0,1,6,2,4,0,41,3,2,2,1927.0,857,608.0,0.672,2695,67,0.75,0.684
2203,0,13,0,1,0,2,5,0,23,5,1,1,22125.0,0,22125.0,0.645,991,47,0.727,0.0
1881,0,24,1,3,2,1,0,0,29,3,5,3,34516.0,1620,32417.0,0.449,771,25,0.25,0.061
594,0,10,1,1,5,0,0,0,15,5,3,2,5260.0,655,4144.0,0.664,1475,52,0.879,0.212
8413,0,30,0,1,2,1,4,0,35,5,2,2,1438.3,0,1438.3,0.706,381,22,0.882,0.0
548,1,18,0,4,2,2,1,0,17,2,4,4,4333.0,0,4333.0,0.46299999999999997,588,30,0.5379999999999999,0.0
2533,0,19,1,4,0,1,4,0,19,2,2,1,6637.0,0,6637.0,0.675,813,38,0.6,0.0
9180,0,10,1,2,2,2,0,0,15,3,3,0,3174.0,1932,712.0,0.772,1862,64,0.721,0.7759999999999999
4553,0,18,0,2,5,1,4,0,23,3,2,5,4396.0,1027,2907.0,1.258,2455,59,0.816,0.33899999999999997
9910,1,26,1,2,2,2,3,0,35,5,2,4,34516.0,0,34516.0,0.539,685,30,0.6,0.0
6350,0,24,0,3,2,1,4,0,24,2,2,4,1438.3,0,1438.3,0.868,2198,70,0.86,0.0
8125,0,27,0,2,2,2,4,0,30,2,3,4,6853.0,1018,5373.0,0.513,1692,60,0.556,0.21600000000000003
8347,0,10,0,0,6,1,4,0,11,3,3,2,2570.0,1739,340.0,0.6859999999999999,770,32,0.44799999999999995,0.868
4222,0,1,0,1,0,0,4,0,2,4,3,2,2166.0,433,1276.0,1.024,2146,60,0.892,0.41100000000000003
10007,0,5,0,1,0,0,5,0,14,3,6,3,3647.0,1018,2167.0,0.76,1229,50,0.364,0.406
2472,0,10,1,3,6,2,2,0,23,2,1,1,11684.0,1321,9898.0,0.8059999999999999,1774,78,0.7959999999999999,0.153
5988,0,15,1,4,3,2,2,0,15,5,1,4,4475.0,0,4475.0,0.706,2001,56,0.737,0.0
991,0,2,1,1,5,2,2,0,5,5,3,2,16604.0,1252,14888.0,1.025,1506,51,0.649,0.10300000000000001
7126,0,33,1,1,3,1,1,0,40,5,2,5,5446.0,1415,3561.0,0.643,536,23,0.32,0.34600000000000003
7403,0,17,1,3,5,3,3,0,18,4,1,4,28700.0,316,27931.0,0.9009999999999999,2016,61,0.578,0.027000000000000003
8190,0,15,1,3,6,1,2,0,17,2,1,1,2888.0,1212,1212.0,0.534,2331,48,0.812,0.58
2375,0,20,1,2,2,1,2,0,21,3,2,0,9451.0,818,8171.0,0.6809999999999999,1890,69,0.975,0.135
3291,0,25,1,3,6,1,3,0,30,2,4,5,13933.0,560,12914.0,0.875,2098,52,0.7709999999999999,0.073
2560,0,18,1,1,3,1,4,0,20,4,2,2,6130.0,355,5322.0,0.747,2029,68,0.5920000000000001,0.132
10071,0,14,1,3,2,1,2,0,23,5,2,2,15008.0,0,15008.0,0.784,2456,75,0.7709999999999999,0.0
8133,0,6,1,1,3,1,1,0,5,3,1,4,4583.0,1124,2997.0,0.828,1338,47,0.7809999999999999,0.34600000000000003
7495,1,22,1,4,5,2,1,0,24,0,3,4,5268.0,1702,3077.0,0.622,1115,30,0.429,0.41600000000000004
6816,0,32,1,2,6,1,2,0,38,3,2,2,14976.0,1001,13513.0,0.635,627,26,0.565,0.098
6403,0,11,0,3,3,2,4,0,12,2,2,4,2282.0,0,2282.0,0.741,1638,58,0.659,0.0
6011,1,25,1,3,6,1,3,0,23,2,3,3,5130.0,0,5130.0,0.40700000000000003,473,21,0.292,0.0
7396,0,17,0,3,6,1,4,0,18,3,3,2,5702.0,0,5702.0,0.773,2444,65,0.7440000000000001,0.0
48,0,15,1,4,5,2,3,0,17,2,3,4,14480.0,0,14480.0,0.703,644,33,0.654,0.0
7532,0,25,1,3,2,0,1,0,28,4,3,4,7570.0,926,6182.0,0.909,2375,60,0.591,0.183
4134,0,26,1,2,1,1,3,0,25,3,2,2,12878.0,1165,11250.0,0.542,966,49,0.735,0.126
191,0,35,1,2,3,2,2,3,35,4,2,3,26218.0,0,26218.0,0.74,2442,78,0.833,0.0
6122,0,23,1,3,4,2,0,3,23,5,1,5,34516.0,861,33193.0,0.934,2037,68,0.529,0.038
291,0,10,0,3,3,2,5,0,10,5,3,4,2804.0,1611,714.0,1.248,1678,67,1.081,0.745
6510,0,9,1,1,2,1,1,0,12,4,4,4,5801.0,714,4625.0,1.12,1784,42,0.857,0.203
6041,0,37,0,0,3,1,4,0,40,4,3,2,2271.0,816,993.0,0.375,580,23,0.65,0.563
5503,0,10,0,1,4,1,4,0,10,5,3,3,3107.0,1843,753.0,1.248,1614,38,1.182,0.758
1057,0,7,0,4,2,2,4,0,9,4,1,2,2001.0,755,784.0,0.775,1879,89,0.7070000000000001,0.608
8430,0,7,1,1,2,2,3,0,13,3,1,0,1438.3,0,1438.3,0.865,1485,45,0.618,0.0
5058,0,39,1,1,3,2,5,0,23,3,3,5,4465.0,256,3762.0,1.026,2545,56,0.65,0.157
9217,0,35,1,1,2,1,2,0,42,5,2,3,3264.0,886,1916.0,0.7559999999999999,689,22,0.524,0.413
3318,0,18,1,4,2,3,3,0,21,3,3,2,26856.0,0,26856.0,0.581,2718,65,0.47100000000000003,0.0
5474,0,12,1,1,1,2,3,3,16,5,3,3,34516.0,973,33081.0,1.13,2734,75,0.809,0.042
350,0,15,1,4,5,2,3,0,19,3,6,3,21756.0,0,21756.0,0.8170000000000001,1825,61,0.511,0.0
3825,0,18,0,4,5,1,4,0,13,3,1,2,4726.0,1089,3175.0,0.544,2217,60,0.628,0.32799999999999996
527,1,15,1,5,6,2,2,1,19,1,3,4,34516.0,1973,31999.0,0.465,743,25,0.45799999999999996,0.073
10100,0,19,0,2,6,2,4,0,28,5,2,2,5596.0,0,5596.0,0.833,1907,54,0.42200000000000004,0.0
1559,0,11,1,0,4,2,3,0,14,4,2,3,15326.0,0,15326.0,1.159,1785,45,0.9640000000000001,0.0
4592,0,25,1,1,6,2,3,0,25,2,1,4,11373.0,857,10054.0,0.693,974,25,0.75,0.11599999999999999
8639,0,39,1,0,5,2,4,0,41,2,1,5,2644.0,1227,953.0,0.755,2090,60,0.628,0.64
2395,0,11,0,1,2,2,1,0,14,5,1,2,2673.0,1973,156.0,0.7140000000000001,1819,53,0.75,0.9420000000000001
5977,0,28,1,4,6,1,2,0,23,2,4,2,7477.0,1288,5725.0,0.294,573,24,0.172,0.23399999999999999
5233,0,20,1,4,2,1,3,0,20,4,1,3,16227.0,459,15310.0,0.479,2807,57,0.634,0.057
